Epithelial sample ID,Study ID,Haematological sample ID,Study ID,Neurological sample ID,Study ID,Sarcoma Sample ID,Study ID,Matched Normal sample ID,Study ID
TCGA-BH-A28O-01A,BRCA,,,,,,,,
TCGA-D8-A1JG-01B,BRCA,,,,,,,,
TCGA-B6-A409-01A,BRCA,,,,,,,,
TCGA-AC-A3W6-01A,BRCA,,,,,,,,
TCGA-BH-A0E9-01B,BRCA,,,,,,,,
TCGA-LL-A5YO-01A,BRCA,,,,,,,,
TCGA-AN-A0AL-01A,BRCA,,,,,,,,
TCGA-E2-A1B0-01A,BRCA,,,,,,,,
TCGA-E9-A1NF-01A,BRCA,,,,,,,,
TCGA-D8-A27R-01A,BRCA,,,,,,,,
TCGA-B6-A0RO-01A,BRCA,,,,,,,,
TCGA-E2-A10C-01A,BRCA,,,,,,,,
TCGA-AR-A254-01A,BRCA,,,,,,,,
TCGA-A2-A04Q-01A,BRCA,,,,,,,,
TCGA-E2-A1IG-01A,BRCA,,,,,,,,
TCGA-A7-A4SF-01A,BRCA,,,,,,,,
TCGA-A2-A0SV-01A,BRCA,,,,,,,,
TCGA-E2-A14W-01A,BRCA,,,,,,,,
TCGA-C8-A12L-01A,BRCA,,,,,,,,
TCGA-E2-A14S-01A,BRCA,,,,,,,,
TCGA-GM-A2DD-01A,BRCA,,,,,,,,
TCGA-E9-A1N9-01A,BRCA,,,,,,,,
TCGA-LL-A442-01A,BRCA,,,,,,,,
TCGA-C8-A275-01A,BRCA,,,,,,,,
TCGA-B6-A1KF-01A,BRCA,,,,,,,,
TCGA-Z7-A8R5-01A,BRCA,,,,,,,,
TCGA-AN-A03Y-01A,BRCA,,,,,,,,
TCGA-AR-A1AK-01A,BRCA,,,,,,,,
TCGA-A8-A083-01A,BRCA,,,,,,,,
TCGA-A2-A259-01A,BRCA,,,,,,,,
TCGA-A7-A13D-01A,BRCA,,,,,,,,
TCGA-AN-A0XN-01A,BRCA,,,,,,,,
TCGA-C8-A273-01A,BRCA,,,,,,,,
TCGA-E2-A1IU-01A,BRCA,,,,,,,,
TCGA-EW-A1PF-01A,BRCA,,,,,,,,
TCGA-E2-A10E-01A,BRCA,,,,,,,,
TCGA-A2-A0EN-01A,BRCA,,,,,,,,
TCGA-GM-A3NY-01A,BRCA,,,,,,,,
TCGA-AO-A03V-01A,BRCA,,,,,,,,
TCGA-E9-A3Q9-01A,BRCA,,,,,,,,
TCGA-AO-A0JF-01A,BRCA,,,,,,,,
TCGA-AR-A24L-01A,BRCA,,,,,,,,
TCGA-BH-A1EV-01A,BRCA,,,,,,,,
TCGA-3C-AALJ-01A,BRCA,,,,,,,,
TCGA-BH-A0B1-01A,BRCA,,,,,,,,
TCGA-A2-A3XV-01A,BRCA,,,,,,,,
TCGA-BH-A0BJ-01A,BRCA,,,,,,,,
TCGA-BH-A5IZ-01A,BRCA,,,,,,,,
TCGA-BH-A1EU-01A,BRCA,,,,,,,,
TCGA-GM-A2DB-01A,BRCA,,,,,,,,
TCGA-HN-A2OB-01A,BRCA,,,,,,,,
TCGA-A8-A0A4-01A,BRCA,,,,,,,,
TCGA-D8-A73U-01A,BRCA,,,,,,,,
TCGA-LQ-A4E4-01A,BRCA,,,,,,,,
TCGA-E9-A1RI-01A,BRCA,,,,,,,,
TCGA-A8-A0AD-01A,BRCA,,,,,,,,
TCGA-A2-A0CQ-01A,BRCA,,,,,,,,
TCGA-AO-A0JG-01A,BRCA,,,,,,,,
TCGA-E2-A1IN-01A,BRCA,,,,,,,,
TCGA-E2-A1IL-01A,BRCA,,,,,,,,
TCGA-LD-A66U-01A,BRCA,,,,,,,,
TCGA-BH-A0AW-01A,BRCA,,,,,,,,
TCGA-AQ-A1H2-01A,BRCA,,,,,,,,
TCGA-BH-A0AU-01A,BRCA,,,,,,,,
TCGA-D8-A27E-01A,BRCA,,,,,,,,
TCGA-AN-A0FK-01A,BRCA,,,,,,,,
TCGA-WT-AB44-01A,BRCA,,,,,,,,
TCGA-BH-A0H6-01A,BRCA,,,,,,,,
TCGA-E2-A1IH-01A,BRCA,,,,,,,,
TCGA-A7-A426-01A,BRCA,,,,,,,,
TCGA-A2-A0CZ-01A,BRCA,,,,,,,,
TCGA-PE-A5DC-01A,BRCA,,,,,,,,
TCGA-E9-A22B-01A,BRCA,,,,,,,,
TCGA-AR-A1AO-01A,BRCA,,,,,,,,
TCGA-GM-A2DM-01A,BRCA,,,,,,,,
TCGA-LL-A441-01A,BRCA,,,,,,,,
TCGA-A2-A0CT-01A,BRCA,,,,,,,,
TCGA-A2-A04X-01A,BRCA,,,,,,,,
TCGA-A2-A0T7-01A,BRCA,,,,,,,,
TCGA-AR-A24N-01A,BRCA,,,,,,,,
TCGA-A8-A07U-01A,BRCA,,,,,,,,
TCGA-B6-A0I2-01A,BRCA,,,,,,,,
TCGA-OL-A5D8-01A,BRCA,,,,,,,,
TCGA-A2-A04R-01A,BRCA,,,,,,,,
TCGA-A1-A0SH-01A,BRCA,,,,,,,,
TCGA-A2-A0YL-01A,BRCA,,,,,,,,
TCGA-A2-A04N-01A,BRCA,,,,,,,,
TCGA-E2-A15K-01A,BRCA,,,,,,,,
TCGA-A7-A0D9-01A,BRCA,,,,,,,,
TCGA-JL-A3YX-01A,BRCA,,,,,,,,
TCGA-A8-A06P-01A,BRCA,,,,,,,,
TCGA-PL-A8LX-01A,BRCA,,,,,,,,
TCGA-E2-A155-01A,BRCA,,,,,,,,
TCGA-A2-A0CU-01A,BRCA,,,,,,,,
TCGA-A2-A25E-01A,BRCA,,,,,,,,
TCGA-AN-A0AR-01A,BRCA,,,,,,,,
TCGA-BH-A18U-01A,BRCA,,,,,,,,
TCGA-BH-A42V-01A,BRCA,,,,,,,,
TCGA-E2-A1LL-01A,BRCA,,,,,,,,
TCGA-EW-A1P6-01A,BRCA,,,,,,,,
TCGA-AN-A0FJ-01A,BRCA,,,,,,,,
TCGA-AR-A24W-01A,BRCA,,,,,,,,
TCGA-D8-A1JH-01A,BRCA,,,,,,,,
TCGA-BH-A0HQ-01A,BRCA,,,,,,,,
TCGA-AC-A23C-01A,BRCA,,,,,,,,
TCGA-A8-A081-01A,BRCA,,,,,,,,
TCGA-A2-A25A-01A,BRCA,,,,,,,,
TCGA-AN-A0AM-01A,BRCA,,,,,,,,
TCGA-B6-A0RM-01A,BRCA,,,,,,,,
TCGA-A2-A0EW-01A,BRCA,,,,,,,,
TCGA-E2-A570-01A,BRCA,,,,,,,,
TCGA-A2-A0T1-01A,BRCA,,,,,,,,
TCGA-GM-A2DK-01A,BRCA,,,,,,,,
TCGA-E9-A1N5-01A,BRCA,,,,,,,,
TCGA-AO-A03L-01A,BRCA,,,,,,,,
TCGA-B6-A0IM-01A,BRCA,,,,,,,,
TCGA-E2-A107-01A,BRCA,,,,,,,,
TCGA-EW-A1PA-01A,BRCA,,,,,,,,
TCGA-A2-A0T2-01A,BRCA,,,,,,,,
TCGA-A7-A2KD-01A,BRCA,,,,,,,,
TCGA-C8-A278-01A,BRCA,,,,,,,,
TCGA-B6-A0IO-01A,BRCA,,,,,,,,
TCGA-BH-A18Q-01A,BRCA,,,,,,,,
TCGA-E2-A1LS-01A,BRCA,,,,,,,,
TCGA-D8-A27M-01A,BRCA,,,,,,,,
TCGA-A8-A076-01A,BRCA,,,,,,,,
TCGA-AN-A0XW-01A,BRCA,,,,,,,,
TCGA-AN-A04A-01A,BRCA,,,,,,,,
TCGA-B6-A0IH-01A,BRCA,,,,,,,,
TCGA-C8-A1HG-01A,BRCA,,,,,,,,
TCGA-E2-A56Z-01A,BRCA,,,,,,,,
TCGA-GM-A3XL-01A,BRCA,,,,,,,,
TCGA-D8-A27H-01A,BRCA,,,,,,,,
TCGA-AC-A3BB-01A,BRCA,,,,,,,,
TCGA-BH-A8FY-01A,BRCA,,,,,,,,
TCGA-S3-A6ZF-01A,BRCA,,,,,,,,
TCGA-BH-A0EA-01A,BRCA,,,,,,,,
TCGA-E9-A1N4-01A,BRCA,,,,,,,,
TCGA-A1-A0SM-01A,BRCA,,,,,,,,
TCGA-AR-A1AT-01A,BRCA,,,,,,,,
TCGA-B6-A0RU-01A,BRCA,,,,,,,,
TCGA-A8-A06Y-01A,BRCA,,,,,,,,
TCGA-A8-A06Z-01A,BRCA,,,,,,,,
TCGA-BH-A1FU-01A,BRCA,,,,,,,,
TCGA-EW-A3E8-01B,BRCA,,,,,,,,
TCGA-E9-A247-01A,BRCA,,,,,,,,
TCGA-BH-A1EY-01A,BRCA,,,,,,,,
TCGA-B6-A0IA-01A,BRCA,,,,,,,,
TCGA-A2-A1G4-01A,BRCA,,,,,,,,
TCGA-S3-AA11-01A,BRCA,,,,,,,,
TCGA-AR-A1AN-01A,BRCA,,,,,,,,
TCGA-D8-A1Y3-01A,BRCA,,,,,,,,
TCGA-A8-A09K-01A,BRCA,,,,,,,,
TCGA-AR-A1AP-01A,BRCA,,,,,,,,
TCGA-E2-A1LB-01A,BRCA,,,,,,,,
TCGA-D8-A1XO-01A,BRCA,,,,,,,,
TCGA-JL-A3YW-01A,BRCA,,,,,,,,
TCGA-LL-A9Q3-01A,BRCA,,,,,,,,
TCGA-A1-A0SD-01A,BRCA,,,,,,,,
TCGA-E9-A1ND-01A,BRCA,,,,,,,,
TCGA-GM-A2DH-01A,BRCA,,,,,,,,
TCGA-E2-A15S-01A,BRCA,,,,,,,,
TCGA-BH-A2L8-01A,BRCA,,,,,,,,
TCGA-E9-A249-01A,BRCA,,,,,,,,
TCGA-E9-A54Y-01A,BRCA,,,,,,,,
TCGA-E9-A229-01A,BRCA,,,,,,,,
TCGA-BH-A1ES-01A,BRCA,,,,,,,,
TCGA-S3-A6ZH-01A,BRCA,,,,,,,,
TCGA-AR-A1AJ-01A,BRCA,,,,,,,,
TCGA-C8-A27A-01A,BRCA,,,,,,,,
TCGA-E2-A1II-01A,BRCA,,,,,,,,
TCGA-A8-A075-01A,BRCA,,,,,,,,
TCGA-C8-A131-01A,BRCA,,,,,,,,
TCGA-B6-A0WV-01A,BRCA,,,,,,,,
TCGA-A7-A0DA-01A,BRCA,,,,,,,,
TCGA-D8-A27F-01A,BRCA,,,,,,,,
TCGA-B6-A0RI-01A,BRCA,,,,,,,,
TCGA-LD-A7W5-01A,BRCA,,,,,,,,
TCGA-E9-A1R3-01A,BRCA,,,,,,,,
TCGA-D8-A145-01A,BRCA,,,,,,,,
TCGA-B6-A0RN-01A,BRCA,,,,,,,,
TCGA-A7-A6VW-01A,BRCA,,,,,,,,
TCGA-D8-A27K-01A,BRCA,,,,,,,,
TCGA-C8-A26V-01A,BRCA,,,,,,,,
TCGA-UU-A93S-01A,BRCA,,,,,,,,
TCGA-A8-A090-01A,BRCA,,,,,,,,
TCGA-AO-A0J2-01A,BRCA,,,,,,,,
TCGA-AA-3554-01A,COAD,,,,,,,,
TCGA-DM-A1DB-01A,COAD,,,,,,,,
TCGA-AA-3831-01A,COAD,,,,,,,,
TCGA-AA-3693-01A,COAD,,,,,,,,
TCGA-D5-5540-01A,COAD,,,,,,,,
TCGA-A6-3809-01A,COAD,,,,,,,,
TCGA-AA-3697-01A,COAD,,,,,,,,
TCGA-DM-A28K-01A,COAD,,,,,,,,
TCGA-CM-6163-01A,COAD,,,,,,,,
TCGA-AA-3494-01A,COAD,,,,,,,,
TCGA-AA-3524-01A,COAD,,,,,,,,
TCGA-AA-A02F-01A,COAD,,,,,,,,
TCGA-AA-3833-01A,COAD,,,,,,,,
TCGA-AZ-4313-01A,COAD,,,,,,,,
TCGA-AZ-4315-01A,COAD,,,,,,,,
TCGA-AA-A02O-01A,COAD,,,,,,,,
TCGA-AA-3543-01A,COAD,,,,,,,,
TCGA-AA-A00W-01A,COAD,,,,,,,,
TCGA-AA-3506-01A,COAD,,,,,,,,
TCGA-QG-A5YX-01A,COAD,,,,,,,,
TCGA-A6-2683-01A,COAD,,,,,,,,
TCGA-A6-2681-01A,COAD,,,,,,,,
TCGA-A6-6651-01A,COAD,,,,,,,,
TCGA-AA-3496-01A,COAD,,,,,,,,
TCGA-A6-2684-01A,COAD,,,,,,,,
TCGA-G4-6320-01A,COAD,,,,,,,,
TCGA-F4-6704-01A,COAD,,,,,,,,
TCGA-NH-A6GC-01A,COAD,,,,,,,,
TCGA-AZ-5407-01A,COAD,,,,,,,,
TCGA-AU-3779-01A,COAD,,,,,,,,
TCGA-A6-6649-01A,COAD,,,,,,,,
TCGA-CK-6748-01A,COAD,,,,,,,,
TCGA-AA-3558-01A,COAD,,,,,,,,
TCGA-AZ-6601-01A,COAD,,,,,,,,
TCGA-AD-A5EK-01A,COAD,,,,,,,,
TCGA-5M-AAT6-01A,COAD,,,,,,,,
TCGA-4T-AA8H-01A,COAD,,,,,,,,
TCGA-CM-4750-01A,COAD,,,,,,,,
TCGA-AA-3941-01A,COAD,,,,,,,,
TCGA-DM-A0XD-01A,COAD,,,,,,,,
TCGA-AA-A01Z-01A,COAD,,,,,,,,
TCGA-CM-6168-01A,COAD,,,,,,,,
TCGA-AA-3509-01A,COAD,,,,,,,,
TCGA-A6-2676-01A,COAD,,,,,,,,
TCGA-AA-3655-01A,COAD,,,,,,,,
TCGA-CK-5915-01A,COAD,,,,,,,,
TCGA-CA-5797-01A,COAD,,,,,,,,
TCGA-G4-6627-01A,COAD,,,,,,,,
TCGA-A6-2672-01B,COAD,,,,,,,,
TCGA-AZ-4681-01A,COAD,,,,,,,,
TCGA-F4-6569-01A,COAD,,,,,,,,
TCGA-G4-6299-01A,COAD,,,,,,,,
TCGA-QG-A5YV-01A,COAD,,,,,,,,
TCGA-AA-3561-01A,COAD,,,,,,,,
TCGA-AA-3521-01A,COAD,,,,,,,,
TCGA-CM-6165-01A,COAD,,,,,,,,
TCGA-A6-6781-01A,COAD,,,,,,,,
TCGA-DM-A1D9-01A,COAD,,,,,,,,
TCGA-CK-4951-01A,COAD,,,,,,,,
TCGA-CM-6677-01A,COAD,,,,,,,,
TCGA-D5-6931-01A,COAD,,,,,,,,
TCGA-A6-5666-01A,COAD,,,,,,,,
TCGA-DM-A1DA-01A,COAD,,,,,,,,
TCGA-AA-A029-01A,COAD,,,,,,,,
TCGA-AA-3818-01A,COAD,,,,,,,,
TCGA-5M-AATE-01A,COAD,,,,,,,,
TCGA-D5-6541-01A,COAD,,,,,,,,
TCGA-AA-A01P-01A,COAD,,,,,,,,
TCGA-AA-3860-01A,COAD,,,,,,,,
TCGA-AD-6548-01A,COAD,,,,,,,,
TCGA-AA-3872-01A,COAD,,,,,,,,
TCGA-CM-6172-01A,COAD,,,,,,,,
TCGA-AA-3846-01A,COAD,,,,,,,,
TCGA-DM-A28G-01A,COAD,,,,,,,,
TCGA-AA-3510-01A,COAD,,,,,,,,
TCGA-AA-3877-01A,COAD,,,,,,,,
TCGA-AA-3542-01A,COAD,,,,,,,,
TCGA-A6-6142-01A,COAD,,,,,,,,
TCGA-D5-6922-01A,COAD,,,,,,,,
TCGA-F4-6570-01A,COAD,,,,,,,,
TCGA-F4-6805-01A,COAD,,,,,,,,
TCGA-D5-6924-01A,COAD,,,,,,,,
TCGA-AD-6889-01A,COAD,,,,,,,,
TCGA-CM-6679-01A,COAD,,,,,,,,
TCGA-DM-A1HB-01A,COAD,,,,,,,,
TCGA-AY-6386-01A,COAD,,,,,,,,
TCGA-AA-3819-01A,COAD,,,,,,,,
TCGA-AA-A00Q-01A,COAD,,,,,,,,
TCGA-G4-6311-01A,COAD,,,,,,,,
TCGA-A6-A566-01A,COAD,,,,,,,,
TCGA-AA-3660-01A,COAD,,,,,,,,
TCGA-DM-A1D6-01A,COAD,,,,,,,,
TCGA-D5-6536-01A,COAD,,,,,,,,
TCGA-NH-A8F8-01A,COAD,,,,,,,,
TCGA-G4-6321-01A,COAD,,,,,,,,
TCGA-CM-6171-01A,COAD,,,,,,,,
TCGA-DM-A1D0-01A,COAD,,,,,,,,
TCGA-AA-A02Y-01A,COAD,,,,,,,,
TCGA-AA-3502-01A,COAD,,,,,,,,
TCGA-AZ-6605-01A,COAD,,,,,,,,
TCGA-AY-A71X-01A,COAD,,,,,,,,
TCGA-NH-A50U-01A,COAD,,,,,,,,
TCGA-D5-6929-01A,COAD,,,,,,,,
TCGA-AA-A024-01A,COAD,,,,,,,,
TCGA-CM-6166-01A,COAD,,,,,,,,
TCGA-A6-2682-01A,COAD,,,,,,,,
TCGA-AA-3850-01A,COAD,,,,,,,,
TCGA-AD-6895-01A,COAD,,,,,,,,
TCGA-AA-3952-01A,COAD,,,,,,,,
TCGA-CK-4952-01A,COAD,,,,,,,,
TCGA-G4-6302-01A,COAD,,,,,,,,
TCGA-AA-3862-01A,COAD,,,,,,,,
TCGA-CM-6676-01A,COAD,,,,,,,,
TCGA-DM-A0X9-01A,COAD,,,,,,,,
TCGA-AA-3696-01A,COAD,,,,,,,,
TCGA-AA-3976-01A,COAD,,,,,,,,
TCGA-AZ-4615-01A,COAD,,,,,,,,
TCGA-DM-A1HA-01A,COAD,,,,,,,,
TCGA-AA-3712-01A,COAD,,,,,,,,
TCGA-AA-3970-01A,COAD,,,,,,,,
TCGA-D5-6932-01A,COAD,,,,,,,,
TCGA-QG-A5YW-01A,COAD,,,,,,,,
TCGA-CM-5863-01A,COAD,,,,,,,,
TCGA-G4-6626-01A,COAD,,,,,,,,
TCGA-D5-6530-01A,COAD,,,,,,,,
TCGA-AA-3968-01A,COAD,,,,,,,,
TCGA-D5-6923-01A,COAD,,,,,,,,
TCGA-DM-A28F-01A,COAD,,,,,,,,
TCGA-AA-3851-01A,COAD,,,,,,,,
TCGA-G4-6315-01A,COAD,,,,,,,,
TCGA-A6-2680-01A,COAD,,,,,,,,
TCGA-AA-3713-01A,COAD,,,,,,,,
TCGA-AZ-5403-01A,COAD,,,,,,,,
TCGA-AZ-4308-01A,COAD,,,,,,,,
TCGA-AA-3520-01A,COAD,,,,,,,,
TCGA-CK-5912-01A,COAD,,,,,,,,
TCGA-CM-5344-01A,COAD,,,,,,,,
TCGA-CM-6167-01A,COAD,,,,,,,,
TCGA-AY-A8YK-01A,COAD,,,,,,,,
TCGA-D5-6529-01A,COAD,,,,,,,,
TCGA-A6-A5ZU-01A,COAD,,,,,,,,
TCGA-AA-3949-01A,COAD,,,,,,,,
TCGA-AA-3663-01A,COAD,,,,,,,,
TCGA-AA-3555-01A,COAD,,,,,,,,
TCGA-AA-3666-01A,COAD,,,,,,,,
TCGA-G4-6303-01A,COAD,,,,,,,,
TCGA-A6-A565-01A,COAD,,,,,,,,
TCGA-AA-3715-01A,COAD,,,,,,,,
TCGA-F4-6703-01A,COAD,,,,,,,,
TCGA-CM-4746-01A,COAD,,,,,,,,
TCGA-CK-5914-01A,COAD,,,,,,,,
TCGA-A6-6138-01A,COAD,,,,,,,,
TCGA-AA-3980-01A,COAD,,,,,,,,
TCGA-CA-6719-01A,COAD,,,,,,,,
TCGA-CM-6161-01A,COAD,,,,,,,,
TCGA-AA-3971-01A,COAD,,,,,,,,
TCGA-AA-3560-01A,COAD,,,,,,,,
TCGA-AY-4070-01A,COAD,,,,,,,,
TCGA-3L-AA1B-01A,COAD,,,,,,,,
TCGA-CA-6715-01A,COAD,,,,,,,,
TCGA-CM-5348-01A,COAD,,,,,,,,
TCGA-AZ-6608-01A,COAD,,,,,,,,
TCGA-CK-4950-01A,COAD,,,,,,,,
TCGA-DM-A28M-01A,COAD,,,,,,,,
TCGA-AA-3531-01A,COAD,,,,,,,,
TCGA-AZ-6603-01A,COAD,,,,,,,,
TCGA-AA-A01S-01A,COAD,,,,,,,,
TCGA-AA-3821-01A,COAD,,,,,,,,
TCGA-D5-6926-01A,COAD,,,,,,,,
TCGA-AA-3530-01A,COAD,,,,,,,,
TCGA-AY-4071-01A,COAD,,,,,,,,
TCGA-AY-A54L-01A,COAD,,,,,,,,
TCGA-AA-3517-01A,COAD,,,,,,,,
TCGA-A6-3810-01A,COAD,,,,,,,,
TCGA-AA-3812-01A,COAD,,,,,,,,
TCGA-A6-3808-01A,COAD,,,,,,,,
TCGA-5M-AATA-01A,COAD,,,,,,,,
TCGA-AY-5543-01A,COAD,,,,,,,,
TCGA-A6-6654-01A,COAD,,,,,,,,
TCGA-AA-3549-01A,COAD,,,,,,,,
TCGA-AA-3662-01A,COAD,,,,,,,,
TCGA-DM-A285-01A,COAD,,,,,,,,
TCGA-CK-5916-01A,COAD,,,,,,,,
TCGA-A6-5664-01A,COAD,,,,,,,,
TCGA-A6-6780-01B,COAD,,,,,,,,
TCGA-A6-5667-01A,COAD,,,,,,,,
TCGA-A6-5656-01B,COAD,,,,,,,,
TCGA-AA-3994-01A,COAD,,,,,,,,
TCGA-AA-3667-01A,COAD,,,,,,,,
TCGA-A6-5660-01A,COAD,,,,,,,,
TCGA-AA-3495-01A,COAD,,,,,,,,
TCGA-AA-A02H-01A,COAD,,,,,,,,
TCGA-D5-6540-01A,COAD,,,,,,,,
TCGA-G4-6307-01A,COAD,,,,,,,,
TCGA-AA-A03J-01A,COAD,,,,,,,,
TCGA-A6-5661-01A,COAD,,,,,,,,
TCGA-DM-A28H-01A,COAD,,,,,,,,
TCGA-AA-3848-01A,COAD,,,,,,,,
TCGA-AA-3854-01A,COAD,,,,,,,,
TCGA-D5-5539-01A,COAD,,,,,,,,
TCGA-A6-4105-01A,COAD,,,,,,,,
TCGA-A6-6652-01A,COAD,,,,,,,,
TCGA-QL-A97D-01A,COAD,,,,,,,,
TCGA-AA-3678-01A,COAD,,,,,,,,
TCGA-AA-A00J-01A,COAD,,,,,,,,
TCGA-AA-3856-01A,COAD,,,,,,,,
TCGA-AA-3986-01A,COAD,,,,,,,,
TCGA-F4-6854-01A,COAD,,,,,,,,
TCGA-DM-A28A-01A,COAD,,,,,,,,
TCGA-G4-6295-01A,COAD,,,,,,,,
TCGA-A6-2686-01A,COAD,,,,,,,,
TCGA-D5-6531-01A,COAD,,,,,,,,
TCGA-AA-3972-01A,COAD,,,,,,,,
TCGA-AA-3519-01A,COAD,,,,,,,,
TCGA-CM-6169-01A,COAD,,,,,,,,
TCGA-CM-6680-01A,COAD,,,,,,,,
TCGA-AA-A02E-01A,COAD,,,,,,,,
TCGA-AA-3984-01A,COAD,,,,,,,,
TCGA-G4-6298-01A,COAD,,,,,,,,
TCGA-AA-3837-01A,COAD,,,,,,,,
TCGA-A6-5665-01B,COAD,,,,,,,,
TCGA-AZ-6600-01A,COAD,,,,,,,,
TCGA-A6-2677-01A,COAD,,,,,,,,
TCGA-A6-6653-01A,COAD,,,,,,,,
TCGA-A6-5662-01A,COAD,,,,,,,,
TCGA-F4-6461-01A,COAD,,,,,,,,
TCGA-AA-A01D-01A,COAD,,,,,,,,
TCGA-AA-3518-01A,COAD,,,,,,,,
TCGA-AD-6963-01A,COAD,,,,,,,,
TCGA-A6-5659-01A,COAD,,,,,,,,
TCGA-A6-6137-01A,COAD,,,,,,,,
TCGA-AA-A010-01A,COAD,,,,,,,,
TCGA-A6-5656-01A,COAD,,,,,,,,
TCGA-AU-6004-01A,COAD,,,,,,,,
TCGA-AZ-4682-01B,COAD,,,,,,,,
TCGA-AA-A00U-01A,COAD,,,,,,,,
TCGA-AA-A00L-01A,COAD,,,,,,,,
TCGA-A6-6782-01A,COAD,,,,,,,,
TCGA-AA-3875-01A,COAD,,,,,,,,
TCGA-AA-3529-01A,COAD,,,,,,,,
TCGA-DM-A282-01A,COAD,,,,,,,,
TCGA-F4-6808-01A,COAD,,,,,,,,
TCGA-G4-6293-01A,COAD,,,,,,,,
TCGA-DM-A288-01A,COAD,,,,,,,,
TCGA-AA-3710-01A,COAD,,,,,,,,
TCGA-AA-3685-01A,COAD,,,,,,,,
TCGA-AD-5900-01A,COAD,,,,,,,,
TCGA-D5-6928-01A,COAD,,,,,,,,
TCGA-AA-3673-01A,COAD,,,,,,,,
TCGA-D5-7000-01A,COAD,,,,,,,,
TCGA-AZ-6607-01A,COAD,,,,,,,,
TCGA-A6-3807-01A,COAD,,,,,,,,
TCGA-QG-A5Z2-01A,COAD,,,,,,,,
TCGA-CM-6164-01A,COAD,,,,,,,,
TCGA-AD-6965-01A,COAD,,,,,,,,
TCGA-AA-3844-01A,COAD,,,,,,,,
TCGA-AA-3516-01A,COAD,,,,,,,,
TCGA-AA-3522-01A,COAD,,,,,,,,
TCGA-AA-3956-01A,COAD,,,,,,,,
TCGA-AA-3815-01A,COAD,,,,,,,,
TCGA-CK-4948-01B,COAD,,,,,,,,
TCGA-AZ-4616-01A,COAD,,,,,,,,
TCGA-NH-A50V-01A,COAD,,,,,,,,
TCGA-AA-3989-01A,COAD,,,,,,,,
TCGA-AA-3852-01A,COAD,,,,,,,,
TCGA-AA-3966-01A,COAD,,,,,,,,
TCGA-5M-AAT5-01A,COAD,,,,,,,,
TCGA-D5-6930-01A,COAD,,,,,,,,
TCGA-AA-3681-01A,COAD,,,,,,,,
TCGA-CM-5349-01A,COAD,,,,,,,,
TCGA-A6-2672-01A,COAD,,,,,,,,
TCGA-AY-6197-01A,COAD,,,,,,,,
TCGA-AA-3866-01A,COAD,,,,,,,,
TCGA-DM-A1D4-01A,COAD,,,,,,,,
TCGA-CK-6746-01A,COAD,,,,,,,,
TCGA-AA-3955-01A,COAD,,,,,,,,
TCGA-NH-A8F7-01A,COAD,,,,,,,,
TCGA-AA-A00O-01A,COAD,,,,,,,,
TCGA-G4-6317-01A,COAD,,,,,,,,
TCGA-A6-6650-01B,COAD,,,,,,,,
TCGA-T9-A92H-01A,COAD,,,,,,,,
TCGA-DM-A28C-01A,COAD,,,,,,,,
TCGA-CM-6675-01A,COAD,,,,,,,,
TCGA-5M-AAT4-01A,COAD,,,,,,,,
TCGA-F4-6856-01A,COAD,,,,,,,,
TCGA-A6-5665-01A,COAD,,,,,,,,
TCGA-NH-A50T-01A,COAD,,,,,,,,
TCGA-RU-A8FL-01A,COAD,,,,,,,,
TCGA-AA-3680-01A,COAD,,,,,,,,
TCGA-AA-3675-01A,COAD,,,,,,,,
TCGA-AA-3855-01A,COAD,,,,,,,,
TCGA-AD-A5EJ-01A,COAD,,,,,,,,
TCGA-NH-A6GA-01A,COAD,,,,,,,,
TCGA-CM-4744-01A,COAD,,,,,,,,
TCGA-AD-6901-01A,COAD,,,,,,,,
TCGA-AA-3556-01A,COAD,,,,,,,,
TCGA-AZ-6606-01A,COAD,,,,,,,,
TCGA-4N-A93T-01A,COAD,,,,,,,,
TCGA-AA-3534-01A,COAD,,,,,,,,
TCGA-AA-3548-01A,COAD,,,,,,,,
TCGA-D5-6538-01A,COAD,,,,,,,,
TCGA-NH-A6GB-01A,COAD,,,,,,,,
TCGA-D5-6920-01A,COAD,,,,,,,,
TCGA-AA-A022-01A,COAD,,,,,,,,
TCGA-AA-A01F-01A,COAD,,,,,,,,
TCGA-AD-6964-01A,COAD,,,,,,,,
TCGA-AA-3858-01A,COAD,,,,,,,,
TCGA-F4-6855-01A,COAD,,,,,,,,
TCGA-AA-3532-01A,COAD,,,,,,,,
TCGA-DM-A280-01A,COAD,,,,,,,,
TCGA-CA-6716-01A,COAD,,,,,,,,
TCGA-AM-5821-01A,COAD,,,,,,,,
TCGA-CA-5256-01A,COAD,,,,,,,,
TCGA-D5-6539-01A,COAD,,,,,,,,
TCGA-D5-6533-01A,COAD,,,,,,,,
TCGA-AA-3982-01A,COAD,,,,,,,,
TCGA-A6-6140-01A,COAD,,,,,,,,
TCGA-CM-6678-01A,COAD,,,,,,,,
TCGA-AA-A02J-01A,COAD,,,,,,,,
TCGA-CK-4947-01B,COAD,,,,,,,,
TCGA-D5-6927-01A,COAD,,,,,,,,
TCGA-G4-6586-01A,COAD,,,,,,,,
TCGA-A6-6141-01A,COAD,,,,,,,,
TCGA-AA-3861-01A,COAD,,,,,,,,
TCGA-NH-A5IV-01A,COAD,,,,,,,,
