Epithelial sample ID,Study ID,Haematological sample ID,Study ID,Neurological sample ID,Study ID,Sarcoma Sample ID,Study ID,Matched Normal sample ID,Study ID
TCGA-A2-A1G1-01A,BRCA,TARGET-20-PASSVI-09A,AML,TCGA-QH-A6CV-01A,LGG,GSM907933,GSE36982,,
TCGA-E2-A15P-01A,BRCA,TARGET-20-PAWLII-09A,AML,TCGA-DH-5140-01A,LGG,GSM907934,GSE36982,,
TCGA-A8-A0A2-01A,BRCA,TARGET-21-PATHIU-09A,AML,TCGA-VW-A7QS-01A,LGG,GSM907935,GSE36982,,
TCGA-A8-A091-01A,BRCA,TARGET-20-PAWMII-09A,AML,TCGA-DU-5853-01A,LGG,GSM907936,GSE36982,,
TCGA-EW-A1OX-01A,BRCA,TARGET-20-PAVXEB-09A,AML,TCGA-DU-A76K-01A,LGG,GSM907937,GSE36982,,
TCGA-OL-A5DA-01A,BRCA,TARGET-20-PASEFD-09A,AML,TCGA-HT-7480-01A,LGG,GSM907938,GSE36982,,
TCGA-BH-A0B2-01A,BRCA,TARGET-20-PAXEMU-09A,AML,TCGA-TQ-A7RK-02A,LGG,GSM907939,GSE36982,,
TCGA-A8-A08J-01A,BRCA,TARGET-20-PARGTL-09A,AML,TCGA-CS-4938-01B,LGG,GSM907940,GSE36982,,
TCGA-A8-A08T-01A,BRCA,TARGET-20-PAVBNV-09A,AML,TCGA-TQ-A7RK-01A,LGG,GSM907941,GSE36982,,
TCGA-3C-AAAU-01A,BRCA,TARGET-20-PAVXRM-09A,AML,TCGA-TQ-A7RK-02B,LGG,GSM907942,GSE36982,,
TCGA-AO-A1KQ-01A,BRCA,TARGET-21-PARBTV-09A,AML,TCGA-HT-7477-01B,LGG,GSM907943,GSE36982,,
TCGA-E9-A1QZ-01A,BRCA,TARGET-20-PAXFEA-09A,AML,TCGA-E1-A7Z3-01A,LGG,GSM907944,GSE36982,,
TCGA-AR-A2LQ-01A,BRCA,TARGET-20-PACDZR-09A,AML,TCGA-E1-5318-01A,LGG,GSM907945,GSE36982,,
TCGA-A2-A0CL-01A,BRCA,TARGET-20-PAWDBB-09A,AML,TCGA-QH-A870-01A,LGG,GSM907946,GSE36982,,
TCGA-E2-A1B1-01A,BRCA,TARGET-20-PAVMEH-09A,AML,TCGA-HT-7875-01A,LGG,GSM907947,GSE36982,,
TCGA-AC-A3W5-01A,BRCA,TARGET-20-PAVGUM-09A,AML,TCGA-CS-6188-01A,LGG,GSM907948,GSE36982,,
TCGA-OL-A5RV-01A,BRCA,TARGET-20-PAURJZ-09A,AML,TCGA-TM-A7CF-01A,LGG,GSM907949,GSE36982,,
TCGA-A2-A0CR-01A,BRCA,TARGET-20-PASWLN-09A,AML,TCGA-S9-A6WE-01A,LGG,GSM907950,GSE36982,,
TCGA-AR-A2LO-01A,BRCA,TARGET-20-PAWLUE-09A,AML,TCGA-DU-8168-01A,LGG,GSM907951,GSE36982,,
TCGA-OL-A66P-01A,BRCA,TARGET-20-PANLKB-09A,AML,TCGA-DU-6542-01A,LGG,GSM907952,GSE36982,,
TCGA-C8-A1HM-01A,BRCA,TARGET-20-PASPFE-09A,AML,TCGA-FG-6690-01A,LGG,GSM907953,GSE36982,,
TCGA-D8-A13Z-01A,BRCA,TARGET-20-PAUMJB-09A,AML,TCGA-EZ-7264-01A,LGG,GSM907954,GSE36982,,
TCGA-E9-A22A-01A,BRCA,TARGET-20-PASPLU-09A,AML,TCGA-DU-7010-01A,LGG,GSM907955,GSE36982,,
TCGA-E2-A108-01A,BRCA,TARGET-20-PASFIE-09A,AML,TCGA-HT-8015-01B,LGG,GSM907956,GSE36982,,
TCGA-B6-A0RL-01A,BRCA,TARGET-20-PAWCXR-09A,AML,TCGA-HT-7689-01A,LGG,,,,
TCGA-AQ-A7U7-01A,BRCA,TARGET-20-PAUVBZ-09A,AML,TCGA-HT-8018-01A,LGG,,,,
TCGA-D8-A27V-01A,BRCA,TARGET-20-PAUWKY-09A,AML,TCGA-WY-A85B-01A,LGG,,,,
TCGA-C8-A1HE-01A,BRCA,TARGET-20-PAUMUZ-09A,AML,TCGA-HW-A5KJ-01A,LGG,,,,
TCGA-C8-A133-01A,BRCA,TARGET-20-PAVTMY-09A,AML,TCGA-P5-A5F4-01A,LGG,,,,
TCGA-BH-A42T-01A,BRCA,TARGET-20-PAWLUX-09A,AML,TCGA-DU-7013-01A,LGG,,,,
TCGA-AR-A2LH-01A,BRCA,TARGET-20-PAWEYY-09A,AML,TCGA-QH-A6X5-01A,LGG,,,,
TCGA-BH-A18H-01A,BRCA,TARGET-20-PARMST-09A,AML,TCGA-E1-A7YH-01A,LGG,,,,
TCGA-B6-A0IE-01A,BRCA,TARGET-20-PARKHV-09A,AML,TCGA-DU-6403-01A,LGG,,,,
TCGA-EW-A1PH-01A,BRCA,TARGET-20-PASGWH-09A,AML,TCGA-DU-A5TR-01A,LGG,,,,
TCGA-E9-A3X8-01A,BRCA,TARGET-20-PAWYUC-09A,AML,TCGA-DB-A64X-01A,LGG,,,,
TCGA-A2-A25F-01A,BRCA,TARGET-20-PAXLMS-09A,AML,TCGA-CS-6670-01A,LGG,,,,
TCGA-A8-A07R-01A,BRCA,TARGET-20-PAWJIM-09A,AML,TCGA-DB-A64R-01A,LGG,,,,
TCGA-AN-A0XS-01A,BRCA,TARGET-20-PAVBCV-09A,AML,TCGA-DU-A5TW-01A,LGG,,,,
TCGA-BH-A18I-01A,BRCA,TARGET-20-PAUZLS-09A,AML,TCGA-DB-5270-01A,LGG,,,,
TCGA-E2-A15R-01A,BRCA,TARGET-20-PAWYVR-09A,AML,TCGA-IK-8125-01A,LGG,,,,
TCGA-E2-A153-01A,BRCA,TARGET-20-PAWITY-09A,AML,TCGA-HT-7481-01A,LGG,,,,
TCGA-E9-A22D-01A,BRCA,TARGET-20-PAVDAB-09A,AML,TCGA-CS-6665-01A,LGG,,,,
TCGA-EW-A424-01A,BRCA,TARGET-20-PAUUWT-09A,AML,TCGA-FG-A6J1-01A,LGG,,,,
TCGA-AO-A0J3-01A,BRCA,TARGET-20-PAVLKB-09A,AML,TCGA-TQ-A7RP-01A,LGG,,,,
TCGA-E2-A10F-01A,BRCA,TARGET-20-PAXEFX-09A,AML,TCGA-CS-6669-01A,LGG,,,,
TCGA-A2-A1G6-01A,BRCA,TARGET-20-PAXDEL-09A,AML,TCGA-E1-5311-01A,LGG,,,,
TCGA-AN-A0XO-01A,BRCA,TARGET-20-PAXBXI-09A,AML,TCGA-DB-5278-01A,LGG,,,,
TCGA-BH-A0HA-01A,BRCA,TARGET-20-PAXIKL-09A,AML,TCGA-FG-8191-01A,LGG,,,,
TCGA-C8-A274-01A,BRCA,TARGET-20-PAWWZL-09A,AML,TCGA-CS-4942-01A,LGG,,,,
TCGA-D8-A1XA-01A,BRCA,TARGET-20-PATLIG-09A,AML,TCGA-DH-5144-01A,LGG,,,,
TCGA-EW-A3U0-01A,BRCA,TARGET-20-PAWZAX-09A,AML,TCGA-HT-8114-01A,LGG,,,,
TCGA-E2-A15M-01A,BRCA,TARGET-20-PAXEWG-09A,AML,TCGA-HT-7620-01A,LGG,,,,
TCGA-BH-A0DS-01A,BRCA,TARGET-20-PAVSIZ-09A,AML,TCGA-S9-A6WI-01A,LGG,,,,
TCGA-C8-A12Q-01A,BRCA,TARGET-20-PAXIJB-09A,AML,TCGA-HT-8010-01A,LGG,,,,
TCGA-E2-A14Z-01A,BRCA,TARGET-20-PASXSF-09A,AML,TCGA-DB-5274-01A,LGG,,,,
TCGA-BH-A1EO-01A,BRCA,TARGET-20-PAWFFJ-09A,AML,TCGA-TQ-A8XE-01A,LGG,,,,
TCGA-EW-A1OZ-01A,BRCA,TARGET-20-PATHMB-09A,AML,TCGA-FG-7641-01B,LGG,,,,
TCGA-A8-A07G-01A,BRCA,TARGET-20-PAVXZS-09A,AML,TCGA-FG-8188-01A,LGG,,,,
TCGA-A1-A0SO-01A,BRCA,TARGET-20-PARDDA-09A,AML,TCGA-DB-5281-01A,LGG,,,,
TCGA-E9-A1N8-01A,BRCA,TARGET-20-PAUPSS-09A,AML,TCGA-DU-7292-01A,LGG,,,,
TCGA-D8-A1XK-01A,BRCA,TARGET-20-PARLMY-09A,AML,TCGA-S9-A6WQ-01A,LGG,,,,
TCGA-EW-A6SD-01A,BRCA,TARGET-20-PAWKMU-09A,AML,TCGA-TM-A7CF-02A,LGG,,,,
TCGA-BH-A18G-01A,BRCA,TARGET-20-PAURKG-09A,AML,TCGA-HT-7694-01A,LGG,,,,
TCGA-A8-A09R-01A,BRCA,TARGET-20-PAVSJN-09A,AML,TCGA-WH-A86K-01A,LGG,,,,
TCGA-BH-A1FM-01A,BRCA,TARGET-20-PAVERG-09A,AML,TCGA-HT-A5R7-01A,LGG,,,,
TCGA-BH-A0HI-01A,BRCA,TARGET-20-PAVAFJ-09A,AML,TCGA-VM-A8CE-01A,LGG,,,,
TCGA-C8-A1HI-01A,BRCA,TARGET-20-PASWPT-09A,AML,TCGA-FG-8181-01A,LGG,,,,
TCGA-AR-A1AW-01A,BRCA,TARGET-20-PAVYPX-09A,AML,TCGA-HT-7677-01A,LGG,,,,
TCGA-E2-A1BC-01A,BRCA,TARGET-20-PAUWPW-09A,AML,TCGA-HT-7603-01A,LGG,,,,
TCGA-BH-A0W4-01A,BRCA,TARGET-20-PASDIR-09A,AML,TCGA-VM-A8CD-01A,LGG,,,,
TCGA-E2-A1L9-01A,BRCA,TARGET-20-PASMGW-09A,AML,TCGA-HT-7608-01A,LGG,,,,
TCGA-OL-A66I-01A,BRCA,TARGET-21-PASLZE-09A,AML,TCGA-S9-A89Z-01A,LGG,,,,
TCGA-OL-A66L-01A,BRCA,TARGET-20-PAWVGN-09A,AML,TCGA-R8-A73M-01A,LGG,,,,
TCGA-LL-A7T0-01A,BRCA,TARGET-20-PARFKS-09A,AML,TCGA-S9-A6U1-01A,LGG,,,,
TCGA-A8-A0A6-01A,BRCA,TARGET-20-PASUCA-09A,AML,TCGA-DU-5851-01A,LGG,,,,
TCGA-A7-A13E-01B,BRCA,TARGET-20-PAXLVV-09A,AML,TCGA-HW-8320-01A,LGG,,,,
TCGA-A8-A06O-01A,BRCA,TARGET-20-PAVTIP-09A,AML,TCGA-E1-A7YS-01A,LGG,,,,
TCGA-AC-A2B8-01A,BRCA,TARGET-20-PAWEKW-09A,AML,TCGA-E1-A7YO-01A,LGG,,,,
TCGA-D8-A1Y2-01A,BRCA,TARGET-20-PAWLRX-09A,AML,TCGA-TM-A84G-01A,LGG,,,,
TCGA-LD-A74U-01A,BRCA,TARGET-20-PAWPLE-09A,AML,TCGA-TM-A7C4-01A,LGG,,,,
TCGA-C8-A3M7-01A,BRCA,TARGET-20-PAWVLB-09A,AML,TCGA-DU-7304-01A,LGG,,,,
TCGA-A7-A425-01A,BRCA,TARGET-20-PAVTDU-09A,AML,TCGA-HT-7474-01A,LGG,,,,
TCGA-AC-A2FE-01A,BRCA,TARGET-20-PASKPI-09A,AML,TCGA-FG-8182-01A,LGG,,,,
TCGA-A7-A26J-01B,BRCA,TARGET-20-PASMYS-09A,AML,TCGA-DU-A7TI-01A,LGG,,,,
TCGA-BH-A18F-01A,BRCA,TARGET-20-PAPBEJ-09A,AML,TCGA-HT-8106-01A,LGG,,,,
TCGA-C8-A26W-01A,BRCA,TARGET-20-PAWUUY-09A,AML,TCGA-FG-5965-02A,LGG,,,,
TCGA-E2-A15A-01A,BRCA,TARGET-20-PASGCE-09A,AML,TCGA-FN-7833-01A,LGG,,,,
TCGA-A2-A0SU-01A,BRCA,TARGET-20-PAXLVU-09A,AML,TCGA-HT-7686-01A,LGG,,,,
TCGA-AN-A03X-01A,BRCA,TARGET-20-PASPTW-09A,AML,TCGA-DB-A64P-01A,LGG,,,,
TCGA-AR-A24Q-01A,BRCA,TARGET-20-PAXKKE-09A,AML,TCGA-FG-A60J-01A,LGG,,,,
TCGA-E2-A1B5-01A,BRCA,TARGET-20-PAWCCR-09A,AML,TCGA-DU-7009-01A,LGG,,,,
TCGA-D8-A1JA-01A,BRCA,TARGET-20-PAWGYG-09A,AML,TCGA-HT-7609-01A,LGG,,,,
TCGA-A8-A08Z-01A,BRCA,TARGET-20-PASWIM-09A,AML,TCGA-S9-A7J3-01A,LGG,,,,
TCGA-D8-A1XS-01A,BRCA,TARGET-20-PAWUAE-09A,AML,TCGA-DU-A7T8-01A,LGG,,,,
TCGA-AC-A2BK-01A,BRCA,TARGET-20-PASPTM-09A,AML,TCGA-HT-7611-01A,LGG,,,,
TCGA-AC-A3OD-01B,BRCA,TARGET-20-PASZUT-09A,AML,TCGA-TQ-A8XE-02A,LGG,,,,
TCGA-A7-A6VY-01A,BRCA,TARGET-20-PAULRS-09A,AML,TCGA-DU-6408-01A,LGG,,,,
TCGA-A8-A09B-01A,BRCA,TARGET-20-PAVYYR-09A,AML,TCGA-VV-A829-01A,LGG,,,,
TCGA-B6-A0IP-01A,BRCA,TARGET-20-PAVXZH-09A,AML,TCGA-DB-A4XE-01A,LGG,,,,
TCGA-A2-A0CW-01A,BRCA,TARGET-20-PAWACC-09A,AML,TCGA-RY-A83Y-01A,LGG,,,,
TCGA-BH-A0E2-01A,BRCA,TARGET-20-PARBXE-09A,AML,TCGA-DU-6396-01A,LGG,,,,
TCGA-E9-A1R4-01A,BRCA,TARGET-20-PASFZN-09A,AML,TCGA-DU-6402-01A,LGG,,,,
TCGA-A8-A06R-01A,BRCA,TARGET-20-PAUVCB-09A,AML,TCGA-HW-7493-01A,LGG,,,,
TCGA-BH-A0EE-01A,BRCA,TARGET-20-PAEEYP-09A,AML,TCGA-DU-8166-01A,LGG,,,,
TCGA-E9-A295-01A,BRCA,TARGET-20-PAUYRR-09A,AML,TCGA-HT-7606-01A,LGG,,,,
TCGA-AN-A0FL-01A,BRCA,TARGET-20-PASJXN-09A,AML,TCGA-WY-A85D-01A,LGG,,,,
TCGA-AN-A0AJ-01A,BRCA,TARGET-20-PASKAS-09A,AML,TCGA-TM-A7C3-01A,LGG,,,,
TCGA-A8-A07C-01A,BRCA,TARGET-20-PARDZW-09A,AML,TCGA-TM-A84T-01A,LGG,,,,
TCGA-BH-A0B8-01A,BRCA,TARGET-20-PAXKRR-09A,AML,TCGA-HT-A5RC-01A,LGG,,,,
TCGA-D8-A1JD-01A,BRCA,TARGET-20-PALBYP-09A,AML,TCGA-QH-A6CZ-01A,LGG,,,,
TCGA-B6-A1KI-01A,BRCA,TARGET-20-PANDIX-09A,AML,TCGA-DU-5872-01A,LGG,,,,
TCGA-AR-A2LJ-01A,BRCA,TARGET-20-PANBZH-09A,AML,TCGA-VM-A8CB-01A,LGG,,,,
TCGA-BH-A0BM-01A,BRCA,TARGET-20-PAXCYJ-09A,AML,TCGA-E1-A7YJ-01A,LGG,,,,
TCGA-A8-A07J-01A,BRCA,TARGET-20-PASYWA-09A,AML,TCGA-DU-6406-01A,LGG,,,,
TCGA-BH-A209-01A,BRCA,TARGET-20-PASXAP-09A,AML,TCGA-HT-A4DV-01A,LGG,,,,
TCGA-A7-A13G-01A,BRCA,TARGET-20-PASKFN-09A,AML,TCGA-HT-A614-01A,LGG,,,,
TCGA-E9-A1NE-01A,BRCA,TARGET-20-PAUYCA-09A,AML,TCGA-DU-A5TY-01A,LGG,,,,
TCGA-BH-A0DI-01A,BRCA,TARGET-20-PAWEAD-09A,AML,TCGA-FG-6689-01A,LGG,,,,
TCGA-BH-A0EI-01A,BRCA,TARGET-20-PAVFWI-09A,AML,TCGA-S9-A7IZ-01A,LGG,,,,
TCGA-C8-A26X-01A,BRCA,TARGET-20-PASRUJ-09A,AML,TCGA-P5-A5F1-01A,LGG,,,,
TCGA-A2-A0EO-01A,BRCA,TARGET-20-PAXMPF-09A,AML,TCGA-HT-7902-01A,LGG,,,,
TCGA-A2-A0EQ-01A,BRCA,TARGET-20-PASWGL-09A,AML,TCGA-HW-A5KL-01A,LGG,,,,
TCGA-A8-A09N-01A,BRCA,TARGET-20-PATEEA-09A,AML,TCGA-E1-A7YM-01A,LGG,,,,
TCGA-C8-A12P-01A,BRCA,TARGET-20-PAUSMT-09A,AML,TCGA-CS-5395-01A,LGG,,,,
TCGA-AR-A1AY-01A,BRCA,TARGET-20-PAXGKH-09A,AML,TCGA-FG-8189-01B,LGG,,,,
TCGA-AO-A0J5-01A,BRCA,TARGET-20-PAXARX-09A,AML,TCGA-DU-7299-01A,LGG,,,,
TCGA-LL-A5YN-01A,BRCA,TARGET-20-PAUVER-09A,AML,TCGA-KT-A74X-01A,LGG,,,,
TCGA-AO-A12B-01A,BRCA,TARGET-20-PAWRSU-09A,AML,TCGA-DU-5872-02A,LGG,,,,
TCGA-GM-A4E0-01A,BRCA,TARGET-20-PATISV-09A,AML,TCGA-DB-A4XA-01A,LGG,,,,
TCGA-BH-A0DG-01A,BRCA,TARGET-20-PAVCRM-09A,AML,TCGA-TM-A84F-01A,LGG,,,,
TCGA-B6-A3ZX-01A,BRCA,TARGET-20-PAWXZJ-09A,AML,TCGA-P5-A72Z-01A,LGG,,,,
TCGA-AC-A3OD-01A,BRCA,TARGET-20-PASTHA-09A,AML,TCGA-KT-A7W1-01A,LGG,,,,
TCGA-E9-A1NA-01A,BRCA,TARGET-20-PATBYV-09A,AML,TCGA-HT-8105-01A,LGG,,,,
TCGA-A2-A0YH-01A,BRCA,TARGET-20-PAPZFV-09A,AML,TCGA-VM-A8CF-01A,LGG,,,,
TCGA-A7-A0DC-01B,BRCA,TARGET-20-PAWNFJ-09A,AML,TCGA-CS-6290-01A,LGG,,,,
TCGA-AR-A0TQ-01A,BRCA,TARGET-20-PAUUCG-09A,AML,TCGA-S9-A6WP-01A,LGG,,,,
TCGA-BH-A0BQ-01A,BRCA,TARGET-20-PANINI-09A,AML,TCGA-S9-A6TV-01A,LGG,,,,
TCGA-C8-A26Y-01A,BRCA,TARGET-20-PAWWWL-09A,AML,TCGA-S9-A6WH-01A,LGG,,,,
TCGA-B6-A0RH-01A,BRCA,TARGET-20-PAVDPF-09A,AML,TCGA-HT-A5RB-01A,LGG,,,,
TCGA-BH-A0E1-01A,BRCA,TARGET-20-PATASP-09A,AML,TCGA-DB-A75O-01A,LGG,,,,
TCGA-A1-A0SF-01A,BRCA,TARGET-20-PAVUVD-09A,AML,TCGA-WY-A85A-01A,LGG,,,,
TCGA-LL-A740-01A,BRCA,TARGET-20-PAXAFN-09A,AML,TCGA-HW-A5KM-01A,LGG,,,,
TCGA-E9-A1RC-01A,BRCA,TCGA-AB-2957-03A,LAML,TCGA-DU-8165-01A,LGG,,,,
TCGA-GM-A3XG-01A,BRCA,TCGA-AB-2803-03A,LAML,TCGA-RY-A83Z-01A,LGG,,,,
TCGA-BH-A0HX-01A,BRCA,TCGA-AB-2972-03A,LAML,TCGA-DB-A64V-01A,LGG,,,,
TCGA-AO-A1KP-01A,BRCA,TCGA-AB-2994-03A,LAML,TCGA-P5-A737-01A,LGG,,,,
TCGA-A2-A04T-01A,BRCA,TCGA-AB-2976-03A,LAML,TCGA-HT-7881-01A,LGG,,,,
TCGA-D8-A1JJ-01A,BRCA,TCGA-AB-2922-03A,LAML,TCGA-HW-7490-01A,LGG,,,,
TCGA-BH-A0AV-01A,BRCA,TCGA-AB-2901-03A,LAML,TCGA-CS-6186-01A,LGG,,,,
TCGA-S3-AA14-01A,BRCA,TCGA-AB-2842-03A,LAML,TCGA-DU-7304-02A,LGG,,,,
TCGA-AC-A4ZE-01A,BRCA,TCGA-AB-2858-03A,LAML,TCGA-DB-A64O-01A,LGG,,,,
TCGA-AC-A23G-01A,BRCA,TCGA-AB-2988-03C,LAML,TCGA-DH-5141-01A,LGG,,,,
TCGA-BH-A201-01A,BRCA,TCGA-AB-2813-03A,LAML,TCGA-HT-8563-01A,LGG,,,,
TCGA-C8-A27B-01A,BRCA,TCGA-AB-2815-03A,LAML,TCGA-DB-5273-01A,LGG,,,,
TCGA-A7-A3IZ-01A,BRCA,TCGA-AB-2873-03A,LAML,TCGA-FG-A713-01A,LGG,,,,
TCGA-AR-A5QM-01A,BRCA,TCGA-AB-2839-03A,LAML,TCGA-FG-7634-01A,LGG,,,,
TCGA-E2-A15I-01A,BRCA,TCGA-AB-2869-03A,LAML,TCGA-P5-A5F6-01A,LGG,,,,
TCGA-AO-A0JJ-01A,BRCA,TCGA-AB-2814-03A,LAML,TCGA-P5-A731-01A,LGG,,,,
TCGA-A7-A13H-01A,BRCA,TCGA-AB-2874-03A,LAML,TCGA-P5-A72X-01A,LGG,,,,
TCGA-D8-A1JB-01A,BRCA,TCGA-AB-2964-03A,LAML,TCGA-DB-A4XC-01A,LGG,,,,
TCGA-PE-A5DD-01A,BRCA,TCGA-AB-2950-03A,LAML,TCGA-DB-A4XF-01A,LGG,,,,
TCGA-BH-A0HP-01A,BRCA,TCGA-AB-2938-03A,LAML,TCGA-FG-A711-01A,LGG,,,,
TCGA-5L-AAT1-01A,BRCA,TCGA-AB-2802-03A,LAML,TCGA-DU-A5TU-01A,LGG,,,,
TCGA-AO-A0J9-01A,BRCA,TCGA-AB-2890-03A,LAML,TCGA-DU-7006-01A,LGG,,,,
TCGA-EW-A1J5-01A,BRCA,TCGA-AB-2853-03A,LAML,TCGA-S9-A6U2-01A,LGG,,,,
TCGA-EW-A1IW-01A,BRCA,TCGA-AB-2892-03A,LAML,TCGA-P5-A5EU-01A,LGG,,,,
TCGA-AC-A2FB-01A,BRCA,TCGA-AB-2963-03A,LAML,TCGA-QH-A6XA-01A,LGG,,,,
TCGA-A8-A09Q-01A,BRCA,TCGA-AB-2981-03C,LAML,TCGA-E1-A7YV-01A,LGG,,,,
TCGA-B6-A0RT-01A,BRCA,TCGA-AB-2805-03A,LAML,TCGA-DU-6394-01A,LGG,,,,
TCGA-B6-A1KN-01A,BRCA,TCGA-AB-2816-03A,LAML,TCGA-F6-A8O4-01A,LGG,,,,
TCGA-D8-A27T-01A,BRCA,TCGA-AB-2810-03A,LAML,TCGA-E1-A7YN-01A,LGG,,,,
TCGA-D8-A27N-01A,BRCA,TCGA-AB-2817-03A,LAML,TCGA-DU-5855-01A,LGG,,,,
TCGA-E2-A14P-01A,BRCA,TCGA-AB-2970-03A,LAML,TCGA-DU-6401-01A,LGG,,,,
TCGA-A7-A0DB-01C,BRCA,TCGA-AB-3012-03A,LAML,TCGA-HT-8109-01A,LGG,,,,
TCGA-B6-A0I6-01A,BRCA,TCGA-AB-2915-03A,LAML,TCGA-P5-A5EY-01A,LGG,,,,
TCGA-D8-A140-01A,BRCA,TCGA-AB-2884-03A,LAML,TCGA-R8-A6MK-01A,LGG,,,,
TCGA-D8-A1XR-01A,BRCA,TCGA-AB-2954-03A,LAML,TCGA-E1-A7YD-01A,LGG,,,,
TCGA-A2-A0YD-01A,BRCA,TCGA-AB-2863-03A,LAML,TCGA-HT-A74L-01A,LGG,,,,
TCGA-E2-A15O-01A,BRCA,TCGA-AB-2937-03A,LAML,TCGA-HT-7602-01A,LGG,,,,
TCGA-C8-A8HR-01A,BRCA,TCGA-AB-2911-03A,LAML,TCGA-QH-A6XC-01A,LGG,,,,
TCGA-LD-A7W6-01A,BRCA,TCGA-AB-2822-03A,LAML,TCGA-HT-7855-01A,LGG,,,,
TCGA-E2-A1LH-01A,BRCA,TCGA-AB-2870-03A,LAML,TCGA-HT-7693-01A,LGG,,,,
TCGA-XX-A89A-01A,BRCA,TCGA-AB-2956-03A,LAML,TCGA-DH-A66B-01A,LGG,,,,
TCGA-E9-A1RD-01A,BRCA,TCGA-AB-2921-03A,LAML,TCGA-DU-A7TJ-01A,LGG,,,,
TCGA-EW-A1J1-01A,BRCA,TCGA-AB-3000-03A,LAML,TCGA-DU-A5TP-01A,LGG,,,,
TCGA-A2-A0D1-01A,BRCA,TCGA-AB-3008-03A,LAML,TCGA-DB-A4XH-01A,LGG,,,,
TCGA-BH-A204-01A,BRCA,TCGA-AB-2812-03A,LAML,TCGA-HW-8321-01A,LGG,,,,
TCGA-GM-A2DC-01A,BRCA,TCGA-AB-2877-03A,LAML,TCGA-QH-A6X9-01A,LGG,,,,
TCGA-BH-A0BT-01A,BRCA,TCGA-AB-2941-03A,LAML,TCGA-HT-7882-01A,LGG,,,,
TCGA-E2-A1IJ-01A,BRCA,TCGA-AB-2959-03A,LAML,TCGA-W9-A837-01A,LGG,,,,
TCGA-A2-A0EV-01A,BRCA,TCGA-AB-2820-03A,LAML,TCGA-DH-A66G-01A,LGG,,,,
TCGA-A2-A0EP-01A,BRCA,TCGA-AB-2914-03A,LAML,TCGA-TM-A84I-01A,LGG,,,,
TCGA-E9-A1RH-01A,BRCA,TCGA-AB-2851-03A,LAML,TCGA-S9-A6WD-01A,LGG,,,,
TCGA-BH-A0DX-01A,BRCA,TCGA-AB-2979-03A,LAML,TCGA-HT-A74O-01A,LGG,,,,
TCGA-E9-A1RA-01A,BRCA,TCGA-AB-3009-03A,LAML,TCGA-QH-A6X3-01A,LGG,,,,
TCGA-A1-A0SQ-01A,BRCA,TCGA-AB-2947-03A,LAML,TCGA-E1-5319-01A,LGG,,,,
TCGA-B6-A0I8-01A,BRCA,TCGA-AB-2838-03A,LAML,TCGA-P5-A77X-01A,LGG,,,,
TCGA-AO-A0JB-01A,BRCA,TCGA-AB-2999-03A,LAML,TCGA-FG-5965-01B,LGG,,,,
TCGA-BH-A1ET-01A,BRCA,TCGA-AB-3005-03A,LAML,TCGA-DU-7298-01A,LGG,,,,
TCGA-AO-A12F-01A,BRCA,TARGET-10-PASCIU-03A,ALL,TCGA-FG-5965-02B,LGG,,,,
TCGA-A7-A0CH-01A,BRCA,TARGET-10-PANSUL-09A,ALL,TCGA-S9-A7J0-01A,LGG,,,,
TCGA-A2-A3XZ-01A,BRCA,TARGET-10-PASREU-09B,ALL,TCGA-S9-A7R8-01A,LGG,,,,
TCGA-B6-A408-01A,BRCA,TARGET-10-PANTSM-09A,ALL,TCGA-P5-A5EZ-01A,LGG,,,,
TCGA-A7-A0CE-01A,BRCA,TARGET-10-PANSHK-09A,ALL,TCGA-S9-A7R1-01A,LGG,,,,
TCGA-E9-A3QA-01A,BRCA,TARGET-10-PANRDC-03A,ALL,TCGA-E1-5302-01A,LGG,,,,
TCGA-E2-A15H-01A,BRCA,TARGET-10-PAPFXN-09A,ALL,TCGA-DU-7301-01A,LGG,,,,
TCGA-5L-AAT0-01A,BRCA,TARGET-10-PARBVI-09A,ALL,TCGA-S9-A7QZ-01A,LGG,,,,
TCGA-D8-A146-01A,BRCA,TARGET-10-PARARJ-09A,ALL,TCGA-TQ-A7RI-01A,LGG,,,,
TCGA-GI-A2C8-01A,BRCA,TARGET-10-PANEPX-03A,ALL,TCGA-FG-A87Q-01A,LGG,,,,
TCGA-MS-A51U-01A,BRCA,TARGET-10-PAPGFP-09A,ALL,TCGA-DB-5279-01A,LGG,,,,
TCGA-BH-A0C7-01B,BRCA,TARGET-10-PAPEJN-09A,ALL,TCGA-E1-A7YL-01A,LGG,,,,
TCGA-B6-A1KC-01B,BRCA,TARGET-10-PANXDR-09A,ALL,TCGA-S9-A6U9-01A,LGG,,,,
TCGA-E2-A15J-01A,BRCA,TARGET-10-PANKMB-09A,ALL,TCGA-DU-A76L-01A,LGG,,,,
TCGA-A2-A4S2-01A,BRCA,TARGET-10-PASXZH-09B,ALL,TCGA-S9-A7J1-01A,LGG,,,,
TCGA-E9-A244-01A,BRCA,TARGET-10-PATCTI-09A,ALL,TCGA-TQ-A7RM-01A,LGG,,,,
TCGA-AC-A2QI-01A,BRCA,TARGET-10-PARYAJ-09B,ALL,TCGA-RY-A845-01A,LGG,,,,
TCGA-C8-A12N-01A,BRCA,TARGET-10-PAPSPN-09A,ALL,TCGA-WY-A85E-01A,LGG,,,,
